6756734,0,0,2495.9238,102.22284,1868.9883,33.258865,0.0017044147,0.0019983393,0.0274754,1.6255927,53.447906,0.010084236,0.19159523
6756752,0,0,2527.9475,102.63626,1870.2312,33.280987,0.001357267,0.001795002,0.02740978,1.6217103,52.57698,0.008030323,0.19405347
6756770,0,0,2565.4785,103.120804,1872.1093,33.314404,0.0014022451,0.0018213473,0.027347522,1.6180267,52.56839,0.008296438,0.19693448
6756789,0,0,2603.2144,103.60797,1874.1573,33.35085,0.0014602672,0.0018553331,0.027288575,1.6145391,52.486404,0.008639728,0.1998312
6756807,0,0,2639.9263,104.08193,1876.2493,33.388077,0.001449388,0.0018489608,0.027229825,1.6110632,53.59091,0.00857536,0.20264933
6756825,0,0,2726.5737,105.20056,1878.3082,33.424717,0.0015752612,0.0019226894,0.027157739,1.6067982,53.338028,0.009320094,0.20930067
6756843,0,0,2763.438,105.67649,1880.1973,33.45833,0.0013208231,0.0017736555,0.027078668,1.6021199,53.92543,0.007814702,0.21213049
6756860,0,0,2799.6904,106.144516,1882.1945,33.493874,0.0013685303,0.0018015994,0.027006788,1.5978671,54.668926,0.008096963,0.21491335
6756883,0,0,2836.962,106.6257,1884.4578,33.534145,0.0011421293,0.0016689878,0.026937691,1.5937791,53.905186,0.0067574526,0.21777442
6756902,0,0,2918.4333,107.677505,1886.8688,33.57705,0.0013664776,0.001800397,0.026856937,1.5890012,52.82016,0.008084818,0.22402844
6756920,0,0,2961.581,108.23456,1889.3048,33.620403,0.0010063314,0.001589446,0.026783293,1.5846441,53.60225,0.0059539992,0.2273406
6756937,0,0,2997.755,108.70157,1892.017,33.668663,0.0010738588,0.0016289994,0.026717987,1.5807801,54.200397,0.006353528,0.23011741
6756954,0,0,3031.7239,109.14011,1895.04,33.72246,0.0012877266,0.0017542696,0.026660087,1.5773544,55.08076,0.0076188846,0.232725
6756971,0,0,3065.1023,109.57103,1898.3008,33.780483,0.0012476264,0.0017307814,0.02660561,1.5741313,55.418095,0.00738163,0.23528722
6756988,0,0,3153.6191,110.7138,1901.6819,33.840652,0.0012938539,0.0017578586,0.026549183,1.5707928,55.922394,0.0076551368,0.24208206
6757010,0,0,3192.4834,111.215546,1905.1196,33.901825,0.001266886,0.0017420625,0.0265034,1.568084,55.191547,0.0074955807,0.2450654
6757028,0,0,3236.5762,111.78479,1908.7249,33.96598,0.001588404,0.0019303876,0.026459208,1.5654694,54.39837,0.009397854,0.24845012
6757045,0,0,3281.2595,112.361664,1912.3123,34.029823,0.0010817153,0.0016336011,0.026396258,1.5617448,56.056046,0.006400011,0.25188017
6757061,0,0,3324.2,112.91603,1915.6018,34.08836,0.0011767194,0.0016892486,0.026325265,1.5575446,55.925472,0.0069621066,0.2551764
6757079,0,0,3366.731,113.46512,1918.803,34.145325,0.0012201902,0.0017147111,0.02625597,1.5534447,56.355797,0.007219303,0.2584412
6757101,0,0,3408.5452,114.004944,1921.7933,34.198536,0.0013565032,0.0017945548,0.026194239,1.5497923,54.661285,0.008025805,0.261651
6757123,0,0,3450.0215,114.540405,1925.0569,34.256615,0.0014108699,0.0018263992,0.026137134,1.5464138,53.860283,0.008347467,0.26483488
6757151,0,0,3496.7786,115.14406,1928.5933,34.319542,0.0010270122,0.0016015595,0.026072918,1.5426145,53.070084,0.006076358,0.2684241
6757167,0,0,3543.5356,115.747696,1932.3704,34.386757,0.0010989856,0.0016437169,0.026010783,1.5389382,52.85681,0.006502191,0.27201334
6757189,0,0,3541.4333,115.72055,1936.2777,34.456287,0.0014844695,0.0018695092,0.025953714,1.5355616,51.569557,0.008782921,0.27185196
6757208,0,0,3587.8833,116.32023,1940.1774,34.525684,0.001216284,0.001712423,0.025895324,1.5321069,51.509476,0.0071961917,0.2754176
6757227,0,0,3634.5144,116.92225,1944.187,34.59704,0.0012928522,0.0017572718,0.025844648,1.5291088,51.577847,0.0076492107,0.27899715
6757246,0,0,3679.6333,117.504745,1948.447,34.672844,0.0011200457,0.0016560527,0.025798365,1.5263703,51.614906,0.0066267936,0.28246063
6757268,0,0,3773.8406,118.72098,1952.9326,34.752666,0.001152447,0.0016750314,0.025728537,1.5222389,52.133102,0.0068184976,0.28969228
6757284,0,0,3780.8667,118.81168,1957.3596,34.831444,0.0013376664,0.0017835211,0.025652139,1.5177188,53.339935,0.007914355,0.29023162
6757307,0,0,3836.1072,119.52484,1961.9071,34.91237,0.0013029377,0.0017631794,0.0255813,1.5135276,51.757957,0.007708882,0.29447207
6757328,0,0,3888.169,120.196976,1966.3219,34.99093,0.0011050282,0.0016472563,0.02550877,1.5092363,51.73898,0.006537942,0.2984685
6757354,0,0,3810.181,119.19014,1970.7894,35.07043,0.0016285949,0.001953929,0.025419818,1.5039735,50.14686,0.009635646,0.29248187
6757373,0,0,3639.293,116.98393,1975.1754,35.14848,0.0015304261,0.0018964277,0.025340538,1.4992828,50.43892,0.009054826,0.27936396
6757393,0,0,3495.5952,115.12878,1979.1652,35.21948,0.0017289751,0.0020127255,0.025280496,1.4957304,50.235893,0.010229548,0.26833326
6757412,0,0,3434.1357,114.33532,1982.992,35.287575,0.0019758488,0.0021573287,0.025222972,1.492327,50.9075,0.011690186,0.26361543
6757429,0,0,3318.4548,112.84186,1986.9274,35.357605,0.001824145,0.0020684698,0.025147418,1.4878569,51.760147,0.010792625,0.25473538
6757452,0,0,3205.0286,111.3775,1990.5063,35.42129,0.0021794166,0.0022765659,0.025076408,1.4836555,50.843918,0.012894603,0.24602842
6757468,0,0,3002.9,108.76799,1993.814,35.480156,0.002112803,0.0022375477,0.025015678,1.4800622,51.817253,0.012500482,0.23051237
6757489,0,0,2808.6738,106.2605,1996.6475,35.530575,0.0017038865,0.00199803,0.024951683,1.476276,51.376137,0.010081111,0.21560293
6757511,0,0,2449.1404,101.61885,1998.4812,35.563206,0.0022394392,0.0023117233,0.02489031,1.4726448,50.803455,0.013249729,0.18800399
6757530,0,0,2038.2357,96.313995,1999.4628,35.580677,0.002139023,0.0022529056,0.024818754,1.4684112,51.34493,0.012655613,0.15646161
6757555,0,0,1836.7905,93.7133,1999.6412,35.58385,0.0027269518,0.0025972775,0.024741944,1.4638668,50.259415,0.016134117,0.14099802
6757576,0,0,1796.8071,93.19711,1999.614,35.583366,0.0025944535,0.0025196685,0.024669563,1.4595844,49.571476,0.015350185,0.13792875
6757600,0,0,1759.7428,92.718605,1999.591,35.582954,0.0044514677,0.003607391,0.024621055,1.4567143,49.27904,0.026337283,0.13508359
6757616,0,0,1682.2833,91.71858,1999.3652,35.578938,0.0036352666,0.0031293114,0.024583934,1.454518,50.436142,0.021508196,0.12913755
6757639,0,0,1624.7572,90.975914,1999.0013,35.572464,0.0030750805,0.0028011897,0.024541305,1.451996,49.448387,0.018193834,0.12472165
6757662,0,0,1708.9714,92.06313,1998.5638,35.56468,0.003997128,0.0033412674,0.024501864,1.4496623,48.86477,0.023649164,0.1311862
6757686,0,0,1712.4905,92.10857,1998.1713,35.557693,0.0038242443,0.0032400028,0.024448873,1.4465271,48.831043,0.02262629,0.13145635
6757705,0,0,1790.8214,93.119835,1997.6051,35.547615,0.0049716746,0.0039120954,0.024390073,1.4430482,48.529694,0.029415106,0.13746928
6757725,0,0,1794.4119,93.16618,1996.8748,35.534622,0.0076319403,0.0054703127,0.024348922,1.4406134,48.62301,0.045154672,0.13774489
6757746,0,0,1786.9762,93.07019,1996.13,35.521366,0.0048995903,0.003869873,0.024307804,1.4381807,48.410515,0.028988617,0.1371741
6757771,0,0,1776.95,92.94075,1995.8049,35.515583,0.005411906,0.0041699554,0.024257919,1.4352292,48.557854,0.032019753,0.13640445
6757789,0,0,1839.4762,93.74797,1995.4952,35.51007,0.0076304283,0.005469427,0.024209652,1.4323735,48.23551,0.045145728,0.14120418
6757812,0,0,2183.0928,98.18413,1995.9873,35.51883,0.0058008237,0.004397759,0.024175495,1.4303527,47.768517,0.034320798,0.1675813
6757830,0,0,2274.4856,99.36403,1997.0162,35.537136,0.005466814,0.0042021177,0.024145918,1.4286027,48.95165,0.03234462,0.17459692
6757852,0,0,2313.1096,99.86267,1998.1069,35.556545,0.0080878865,0.0057373773,0.024068264,1.4240084,48.264294,0.047852296,0.17756182
6757870,0,0,2036.7476,96.294785,1998.8389,35.569572,0.0075964355,0.0054495162,0.024005717,1.4203076,49.519653,0.044944607,0.15634736
6757888,0,0,1948.4642,95.15503,1999.098,35.574184,0.006398616,0.004747908,0.023965148,1.4179074,49.697536,0.03785766,0.14957045
6757905,0,0,1986.6453,95.64795,1999.2424,35.576756,0.007480444,0.0053815753,0.023941785,1.4165251,52.24151,0.044258337,0.15250136
6757921,0,0,2112.2,97.26889,1999.5759,35.582687,0.0109610185,0.007420278,0.023921113,1.415302,52.87194,0.06485129,0.16213934
6757943,0,0,2164.319,97.94176,2000.0767,35.5916,0.010942886,0.0074096574,0.02390784,1.4145167,51.657696,0.06474401,0.16614017
6757963,0,0,2196.5334,98.35765,2000.6499,35.6018,0.010184865,0.0069656563,0.023895815,1.4138052,51.60978,0.060259152,0.16861305
6757987,0,0,2222.7356,98.69592,2001.3993,35.615135,0.007502743,0.005394637,0.023869518,1.4122493,50.417328,0.044390272,0.17062442
6758007,0,0,2232.1191,98.81707,2002.2113,35.629585,0.0080056405,0.005689203,0.023833638,1.4101266,50.34592,0.047365684,0.17134473
6758026,0,0,2262.081,99.20388,2003.1014,35.645424,0.012023739,0.008042753,0.02381084,1.4087775,50.684612,0.07113892,0.1736447
6758046,0,0,2563.8025,103.09916,2004.462,35.669636,0.010459038,0.0071262494,0.0237928,1.4077103,50.780308,0.061881308,0.19680582
6758067,0,0,2735.0476,105.30997,2006.2833,35.70205,0.013419479,0.008860291,0.023783075,1.4071348,50.641087,0.07939687,0.20995115
6758089,0,0,2767.1477,105.72438,2008.3956,35.739635,0.012864397,0.008535158,0.023781886,1.4070647,49.915264,0.0761127,0.21241526
6758109,0,0,2889.9475,107.30975,2010.4973,35.77704,0.013202971,0.008733473,0.023785463,1.4072762,49.793888,0.07811589,0.22184177
6758133,0,0,3343.5786,113.166214,2013.3145,35.827168,0.017861389,0.011462083,0.023792628,1.4077002,49.480198,0.105677605,0.25666398
6758161,0,0,3126.6643,110.365814,2016.3785,35.88169,0.011768747,0.007893395,0.023792164,1.4076726,48.5527,0.06963025,0.24001293
6758179,0,0,4032.3167,122.057945,2020.3315,35.952038,0.014273427,0.00936048,0.023791851,1.4076542,48.19882,0.08444929,0.30953375
6758199,0,0,4399.212,126.79463,2025.9314,36.051685,0.015222439,0.009916351,0.023799255,1.4080923,48.136497,0.09006415,0.33769783
6758217,0,0,4082.3643,122.70407,2031.4109,36.149197,0.015044499,0.009812125,0.023816286,1.4090998,49.116215,0.08901136,0.31337556
6758240,0,0,3571.6167,116.11023,2036.1746,36.233967,0.017272726,0.011117281,0.023844246,1.410754,48.322765,0.102194756,0.2741689
6758256,0,0,2920.8381,107.70856,2038.9967,36.284184,0.016293872,0.010543929,0.023872541,1.4124281,51.89289,0.09640333,0.22421303
6758282,0,0,2540.319,102.79599,2040.7697,36.315735,0.016477406,0.010651432,0.023874743,1.4125584,50.663704,0.097489215,0.19500315
6758297,0,0,2415.219,101.18092,2042.1,36.33941,0.016520374,0.0106766,0.023864163,1.4119326,51.39438,0.09774344,0.18540007
6758326,0,0,2439.3071,101.491905,2043.4795,36.363956,0.013019781,0.008626171,0.023854598,1.4113666,49.88657,0.07703204,0.18724915
6758348,0,0,2419.1072,101.23112,2044.8696,36.388695,0.016503787,0.0106668845,0.023853641,1.41131,48.961178,0.0976453,0.18569854
6758367,0,0,2438.5906,101.48265,2046.351,36.41506,0.018936664,0.012091911,0.02388721,1.413296,49.021526,0.11203951,0.18719415
6758385,0,0,2553.1262,102.96133,2047.9879,36.444187,0.014556896,0.009526517,0.023913778,1.4148681,49.65633,0.08612644,0.19598627
6758403,0,0,2593.938,103.48821,2049.802,36.476467,0.023536723,0.014786338,0.023951706,1.4171121,50.64037,0.13925594,0.19911912
6758424,0,0,2538.8762,102.77736,2051.5957,36.50839,0.021853006,0.013800122,0.024007425,1.4204086,50.11257,0.12929416,0.19489239
6758444,0,0,2575.4453,103.249466,2053.1064,36.53527,0.019905053,0.012659133,0.02404423,1.4225863,50.956158,0.117769025,0.19769956
6758466,0,0,2464.8286,101.82139,2054.655,36.562828,0.017688597,0.011360873,0.024064697,1.4237971,50.19393,0.10465527,0.18920827
6758484,0,0,2519.8977,102.53234,2056.2625,36.59143,0.015767641,0.010235697,0.024094818,1.4255793,50.272,0.09328987,0.19343555
6758502,0,0,2456.9453,101.71962,2057.7175,36.617325,0.016127821,0.010446668,0.024113258,1.4266704,51.05303,0.09542088,0.18860312
6758519,0,0,2417.6714,101.212585,2058.8667,36.637775,0.016060287,0.010407111,0.024119321,1.4270291,51.875824,0.095021315,0.18558832
6758545,0,0,2473.312,101.93091,2059.9731,36.657467,0.012376412,0.008249327,0.024117304,1.4269097,51.22106,0.07322552,0.18985948
6758564,0,0,2568.262,103.15673,2060.991,36.675575,0.020301886,0.012891573,0.02411753,1.426923,50.611694,0.1201169,0.19714814
6758580,0,0,2602.75,103.601974,2061.7288,36.688705,0.01881586,0.012021152,0.024123723,1.4272894,51.380104,0.11132477,0.19979556
6758600,0,0,2563.8904,103.100296,2062.3955,36.70057,0.015256053,0.00993604,0.024130724,1.4277036,50.898357,0.09026303,0.19681257
6758619,0,0,2489.543,102.14046,2062.8633,36.708897,0.02226276,0.01404013,0.024159148,1.4293854,51.661034,0.13171849,0.19110541
6758638,0,0,2374.7024,100.657845,2063.247,36.715725,0.023562076,0.014801187,0.024209965,1.432392,51.61199,0.13940594,0.18228988
6758657,0,0,2303.243,99.73529,2063.8794,36.726974,0.023318455,0.01465849,0.024265075,1.4356527,51.46991,0.13796455,0.17680442
6758674,0,0,2342.8262,100.246315,2064.5356,36.738655,0.015307931,0.009966427,0.02428842,1.4370339,53.38391,0.09056997,0.17984296
6758691,0,0,2462.1785,101.78717,2065.5813,36.757263,0.020333279,0.012909962,0.024305688,1.4380555,53.36527,0.12030264,0.18900482
6758712,0,0,2677.9214,104.57246,2067.1611,36.785374,0.01793798,0.011506946,0.024339087,1.4400315,52.826897,0.106130764,0.20556596
6758729,0,0,2778.581,105.871994,2069.083,36.819576,0.024305321,0.015236535,0.024380438,1.4424782,53.653214,0.14380339,0.21329293
6758748,0,0,2771.3237,105.7783,2071.0413,36.854424,0.01625657,0.0105220815,0.024403054,1.4438163,53.416546,0.09618264,0.21273583
6758764,0,0,2739.8477,105.37193,2073.039,36.889977,0.017765712,0.011406041,0.024412861,1.4443964,55.5767,0.105111524,0.21031962
6758796,0,0,2714.3142,105.0423,2074.8936,36.922977,0.020757534,0.013158463,0.024455147,1.4468982,53.331192,0.122812755,0.20835958
6758819,0,0,2708.9905,104.973564,2076.836,36.95754,0.023193847,0.014585502,0.024524355,1.450993,52.327423,0.1372273,0.20795092
6758840,0,0,2756.8762,105.59178,2078.7476,36.991558,0.02063563,0.013087058,0.024578372,1.454189,50.799828,0.1220915,0.21162678
6758858,0,0,2884.543,107.239975,2080.7668,37.02749,0.036117338,0.022155274,0.024669375,1.4595733,51.819565,0.21368964,0.2214269
6758875,0,0,3022.5452,109.021614,2083.049,37.0681,0.0294524,0.018251373,0.02476749,1.4653783,53.33946,0.17425628,0.23202041
